14,5,26,15,32,37,14,19,11,12,0,9,13,18,40,5,19,35,32,22,33,21,10,24,29,13,26,30,5,11,32,21,38,37,1,6,12,26,7,31,6,2,31,10,11,22,6,21,8,37,2,40,9,4,23,30,16,8,11,13,10,3,33,8,31,25,5,2,3,11,24,40,4,14,10,6,28,15,27,35,4,20,35,12,23,9,33,39,17,4,3,26,38,35,25,28,12,30,21,14,32,4,13,28,9,22,33,36,29,19,31,32,39,25,35,21,25,20,11,1,23,13,19,12,40,3,31,11,24,11,24,16,14,36,3,14,10,35,10,38,6,32,21,4,8,15,16,32,34,19,33,8,31,3,11,22,37,1,32,21,11,15,36,16,3,38,22,4,24,31,1,29,14,13,24,21,19,32,12,13,10,36,12,32,38,15,14,35,15,5,7,18,12,2,25,6,31,6,9,14
21,20,10,10,33,17,13,9,20,14,9,0,28,1,35,1,13,10,21,31,1,33,35,10,28,39,34,18,13,7,12,19,3,18,36,6,11,21,3,1,26,11,6,6,3,32,6,7,2,27,30,2,19,16,4,38,14,29,15,18,35,18,29,29,35,24,35,37,36,37,29,14,40,27,19,34,18,24,1,19,10,30,13,20,37,8,18,11,36,24,20,22,2,40,10,36,16,36,25,11,25,13,16,16,39,26,9,9,10,9,19,11,30,23,23,27,30,32,29,17,15,40,38,16,40,40,4,15,35,20,17,11,32,25,26,23,10,35,31,11,3,9,14,25,32,36,3,13,19,31,30,25,30,27,1,21,18,36,27,13,15,4,23,38,28,9,20,29,35,2,40,29,3,13,13,26,40,15,38,18,37,19,2,19,38,34,39,15,21,18,27,35,21,2,25,40,2,4,28,28
40,20,26,26,15,24,26,29,17,3,13,28,0,6,19,16,40,31,29,25,22,35,22,31,32,1,25,2,38,10,32,12,31,9,31,17,29,24,1,20,17,5,40,4,2,18,19,33,1,39,17,14,26,38,5,9,30,21,10,19,30,1,31,20,10,13,37,30,28,37,10,4,33,1,39,26,10,17,18,10,8,26,24,33,24,20,33,5,40,2,24,29,34,6,1,3,18,37,25,37,25,26,32,10,26,30,27,35,38,37,37,5,22,12,29,37,31,21,2,22,14,25,2,8,30,2,2,39,30,18,35,7,3,26,8,20,7,34,15,4,30,3,1,4,14,29,40,36,2,1,17,15,17,18,14,6,12,8,36,1,25,22,39,28,39,6,7,5,40,13,9,21,15,9,16,28,29,16,23,30,8,31,37,25,1,10,22,12,9,18,4,34,31,3,13,30,8,11,34,39
39,2,11,34,25,3,40,11,13,37,18,1,6,0,24,2,12,30,10,27,18,39,2,32,20,10,23,16,26,23,18,7,26,26,16,29,11,7,31,23,36,31,26,29,21,9,23,32,38,24,19,7,14,12,39,34,13,13,1,38,27,18,37,12,36,4,40,38,2,23,13,37,5,38,18,25,38,32,17,35,15,27,34,29,38,24,14,11,36,14,40,22,24,36,25,11,32,16,8,33,38,20,22,34,17,39,19,14,30,35,1,36,21,34,24,10,9,29,20,4,3,12,17,26,39,33,36,30,8,35,23,38,15,4,31,23,34,9,29,23,35,21,10,7,6,34,17,14,14,28,9,16,39,25,33,38,9,20,19,16,15,1,13,21,36,36,35,29,36,23,3,31,3,13,29,40,38,37,13,11,17,21,27,7,37,11,36,5,31,15,13,37,15,17,17,11,12,11,39,8
10,7,18,27,37,6,30,37,14,23,40,35,19,24,0,26,34,30,20,6,10,20,3,7,32,5,23,5,23,29,33,34,17,30,16,31,2,12,5,18,20,7,22,22,38,21,7,31,10,27,28,19,38,22,17,21,26,31,25,9,12,10,34,28,39,9,18,40,12,14,9,23,13,22,4,10,2,3,32,3,29,19,14,18,32,30,38,17,13,15,17,24,24,2,3,22,2,20,13,13,25,13,35,37,35,31,38,36,33,29,39,13,39,4,30,30,33,19,39,37,33,7,20,16,9,14,29,10,25,1,15,10,14,1,38,40,31,36,35,15,16,25,27,7,28,8,36,13,27,26,9,19,33,21,27,1,34,15,2,19,8,16,20,13,9,17,12,39,12,38,6,20,23,32,26,2,32,13,14,10,39,15,20,31,35,6,23,20,13,24,38,12,32,17,24,40,26,35,30,37
30,22,38,36,15,12,20,20,24,40,5,1,16,2,26,0,32,35,8,6,19,33,40,2,6,5,11,4,19,30,26,5,28,8,25,40,23,14,11,6,23,26,37,8,20,19,36,3,5,4,1,15,36,40,16,33,4,18,36,15,8,13,11,27,12,35,26,27,9,28,32,23,13,21,30,24,39,25,18,3,28,10,10,16,9,25,8,5,3,36,11,2,8,21,28,20,8,5,38,8,24,29,30,28,1,19,3,39,3,20,34,23,30,3,38,30,19,37,26,13,32,28,6,32,1,33,3,8,29,40,15,12,20,4,39,21,22,33,11,16,13,36,38,34,30,27,15,9,24,33,13,15,20,19,6,20,3,40,27,32,39,33,35,19,36,26,31,9,18,1,17,30,29,14,15,18,33,30,18,16,14,31,22,33,9,28,5,11,19,23,34,18,16,29,28,3,14,18,4,31
14,34,13,21,24,27,19,17,38,8,19,13,40,12,34,32,0,10,20,13,38,25,27,16,17,8,33,32,21,15,14,6,15,33,10,26,11,24,11,28,39,39,7,34,4,24,37,35,34,16,39,31,40,17,38,9,25,23,40,37,37,5,2,12,37,3,29,40,19,39,19,9,30,26,2,25,9,30,19,34,5,9,17,37,26,6,5,10,28,36,38,17,1,32,28,29,26,8,28,4,38,39,13,19,24,14,4,24,36,14,10,40,23,26,28,8,31,24,9,11,12,6,27,12,29,6,32,15,5,12,18,2,10,30,21,25,36,16,40,31,29,9,22,11,26,2,10,17,17,10,19,28,8,5,31,36,10,23,10,6,26,28,7,27,9,19,3,36,34,2,18,15,3,32,25,28,33,27,36,1,36,14,29,3,18,19,39,19,33,40,24,10,19,23,36,28,33,38,15,27
16,19,35,38,29,5,9,28,35,22,35,10,31,30,30,35,10,0,40,33,1,34,24,17,21,8,35,17,8,31,22,28,33,40,7,23,10,31,23,26,1,1,40,28,20,32,26,27,18,17,19,10,10,34,19,22,33,13,30,40,3,12,28,28,3,26,2,4,8,16,29,40,9,20,28,28,12,5,14,21,13,24,31,14,9,1,35,1,13,17,1,8,20,20,27,22,37,20,25,4,36,6,36,4,25,23,23,28,19,29,9,31,4,39,36,13,31,22,13,35,38,5,2,17,24,20,30,12,40,7,16,27,4,11,22,20,25,36,8,35,16,16,25,20,6,12,32,36,33,36,30,23,33,24,31,8,3,21,20,34,27,35,12,30,37,33,1,13,29,8,7,4,23,23,15,28,34,38,15,18,34,5,40,26,20,31,25,22,3,4,8,29,30,19,10,18,12,10,30,32
33,8,14,23,25,39,28,19,22,23,32,21,29,10,20,8,20,40,0,10,36,27,32,18,2,12,3,39,18,21,24,22,12,1,1,34,26,15,36,29,14,16,11,32,17,28,35,27,18,18,28,5,5,19,15,38,22,17,36,40,29,12,13,1,12,6,26,29,12,22,10,25,37,20,8,14,7,3,32,16,12,19,21,16,29,35,13,3,3,1,2,24,4,6,16,15,11,1,4,22,22,5,38,11,24,6,24,22,40,15,38,11,25,10,19,13,36,23,15,38,23,8,13,26,14,28,33,16,21,28,30,2,32,27,12,7,24,27,28,23,1,25,26,25,26,4,30,21,26,36,19,1,4,23,18,9,11,10,16,31,29,5,24,20,24,28,18,39,14,6,14,7,22,39,23,8,2,4,28,19,40,38,19,35,21,37,35,23,38,10,5,27,7,20,38,22,7,16,20,13
40,22,27,11,33,26,20,18,8,12,22,31,25,27,6,6,13,33,10,0,13,33,19,34,31,33,33,24,37,21,3,36,10,21,30,30,9,24,4,7,25,8,25,31,28,14,12,26,29,24,38,33,16,8,19,39,1,11,14,37,23,16,32,33,29,13,14,37,36,18,35,20,17,11,3,36,25,6,22,5,29,11,38,37,19,16,35,19,18,8,15,1,16,38,33,4,10,38,32,37,7,27,8,24,37,10,11,13,16,24,18,4,35,15,32,13,22,26,23,39,26,29,39,1,26,23,36,35,13,27,23,19,13,30,34,2,40,5,14,7,20,31,2,14,37,34,18,18,11,40,9,36,20,7,28,5,22,23,31,34,10,13,12,14,3,38,7,34,34,13,32,13,35,25,27,32,18,36,1,29,28,9,16,7,8,36,12,21,18,34,14,19,7,17,33,1,6,31,26,39
12,6,3,26,21,3,35,27,16,28,33,1,22,18,10,19,38,1,36,13,0,3,17,12,38,1,30,21,11,25,13,31,12,22,38,19,21,33,22,33,3,7,38,21,13,14,5,5,12,36,30,10,38,38,13,27,31,2,7,33,27,20,23,30,33,12,40,5,5,13,37,7,20,34,27,32,39,24,29,10,19,10,12,16,40,24,35,30,26,1,14,4,12,36,25,4,7,25,40,3,37,36,1,16,21,20,40,20,3,20,21,21,29,32,28,28,8,22,9,25,15,22,28,26,9,4,22,8,28,21,10,17,17,3,24,37,22,15,8,24,34,29,36,23,12,23,2,19,37,11,3,11,24,22,28,33,26,9,40,5,30,1,21,38,3,37,34,16,11,34,39,37,22,34,19,33,9,12,4,5,22,6,15,38,20,34,30,5,3,21,1,32,13,14,29,16,10,14,23,12
32,1,30,9,32,33,34,5,33,37,21,33,35,39,20,33,25,34,27,33,3,0,7,22,8,20,7,26,5,15,30,8,11,3,5,25,40,24,19,29,20,13,9,21,4,22,34,24,29,3,29,11,6,28,24,14,39,23,31,3,37,20,2,8,23,39,24,22,14,34,11,34,6,11,6,1,24,39,16,4,33,37,7,38,16,22,11,14,4,34,9,1,13,2,40,35,40,15,9,6,9,11,39,6,13,4,39,37,34,6,32,18,2,30,15,17,12,18,23,15,11,31,7,15,32,38,2,24,13,10,29,13,20,19,18,32,14,8,20,39,14,4,16,15,33,22,24,4,39,6,11,1,28,17,8,11,15,9,26,19,18,6,31,29,24,8,12,29,16,32,27,21,35,2,27,27,24,10,23,14,7,33,7,26,1,6,37,7,14,14,25,23,20,15,3,35,15,14,24,22
22,2,1,23,17,16,10,4,10,5,10,35,22,2,3,40,27,24,32,19,17,7,0,5,10,2,31,4,28,10,19,30,32,32,28,16,30,14,16,35,2,15,40,15,39,22,26,6,24,21,12,38,4,33,34,5,26,17,8,13,26,26,34,9,10,22,24,39,27,31,26,28,5,25,34,36,39,20,1,14,32,12,3,35,36,37,39,21,13,39,25,30,16,19,38,25,40,21,16,26,11,1,5,16,17,30,3,7,1,3,21,32,6,23,26,1,11,17,13,15,7,37,4,22,15,1,7,6,13,14,23,24,6,27,31,22,9,33,21,9,27,1,1,32,23,18,24,34,26,36,8,32,32,4,6,39,4,4,4,17,17,27,32,22,5,14,35,5,38,15,14,24,7,6,7,30,23,30,15,9,17,14,32,40,17,29,38,13,32,2,21,40,20,4,21,16,17,8,21,6
4,22,12,6,27,11,22,2,14,27,24,10,31,32,7,2,16,17,18,34,12,22,5,0,14,26,29,21,31,27,2,13,16,8,13,24,21,37,23,30,25,21,34,9,14,6,8,25,9,21,32,17,28,12,22,33,29,2,13,19,28,6,24,35,13,28,18,34,24,32,15,1,12,8,1,17,13,8,1,13,20,25,29,39,36,10,32,25,11,36,35,30,2,18,24,14,6,1,39,21,32,13,13,36,12,13,4,16,13,37,28,32,21,8,31,16,17,14,32,19,9,19,8,10,28,23,24,33,23,14,6,7,27,18,34,30,23,37,6,35,33,33,18,13,1,8,21,9,21,4,20,22,22,19,31,10,2,6,34,16,20,39,14,38,9,7,27,31,4,32,17,36,17,34,9,9,2,29,9,14,32,20,35,6,31,18,15,24,15,8,39,34,39,5,23,7,11,10,29,14
14,37,39,40,10,39,13,23,2,21,29,28,32,20,32,6,17,21,2,31,38,8,10,14,0,33,5,2,1,38,2,1,31,30,10,5,13,29,31,10,19,8,24,2,23,24,33,8,14,37,31,20,39,32,8,5,16,4,6,17,1,7,17,32,28,18,36,32,39,18,2,9,18,17,3,40,40,35,39,5,23,29,16,21,12,15,17,28,18,22,36,19,20,12,10,7,22,37,31,20,14,32,28,31,8,30,22,40,16,13,4,38,33,20,11,5,34,27,24,4,1,19,22,12,22,23,11,3,19,1,22,24,24,2,7,31,31,20,22,7,32,18,36,25,29,38,21,14,17,4,17,9,22,38,20,3,12,30,38,22,30,19,38,5,20,4,36,3,15,9,1,39,18,36,15,6,26,35,12,2,38,28,10,11,18,21,5,29,11,2,11,32,13,8,37,24,3,24,26,9
19,5,31,1,32,40,2,23,2,32,13,39,1,10,5,5,8,8,12,33,1,20,2,26,33,0,24,26,7,2,14,21,39,39,15,10,32,4,38,33,14,7,13,19,35,15,12,37,7,24,36,35,8,30,10,25,39,33,3,37,34,8,10,33,38,16,34,29,20,31,13,25,29,25,35,16,40,7,12,38,22,40,24,21,29,33,6,19,25,40,16,11,7,17,35,36,32,28,24,11,11,28,28,39,12,22,14,3,20,18,32,2,17,15,22,37,39,19,16,24,18,23,26,16,39,20,11,30,7,26,33,17,13,20,8,17,33,21,11,13,30,3,14,6,9,35,35,8,6,10,23,23,24,8,31,22,27,1,3,25,19,27,34,31,6,1,7,31,13,18,3,3,12,8,40,12,34,26,11,39,27,33,14,10,32,4,23,10,4,26,27,14,4,20,5,2,12,3,32,16
37,13,22,29,9,37,2,20,24,6,26,34,25,23,23,11,33,35,3,33,30,7,31,29,5,24,0,12,26,10,15,33,2,27,18,27,37,17,14,22,30,23,5,25,6,7,20,23,33,34,26,4,38,27,15,32,10,22,4,35,32,10,19,33,36,37,19,25,5,32,38,34,7,34,18,4,40,29,18,24,22,3,27,19,22,33,3,23,15,38,10,6,7,28,38,3,16,8,19,20,32,8,5,38,1,14,1,1,3,18,16,24,12,3,35,25,35,37,8,1,34,17,6,40,36,35,34,12,35,12,31,26,19,36,23,12,9,23,12,11,32,19,27,3,21,21,20,8,17,19,8,2,27,6,1,22,32,27,25,26,38,16,11,9,3,33,20,3,7,23,14,38,1,40,33,14,12,4,13,28,22,20,21,8,17,13,21,9,39,6,34,29,21,5,29,15,29,8,17,28
20,3,4,10,38,17,34,23,3,36,30,18,2,16,5,4,32,17,39,24,21,26,4,21,2,26,12,0,22,22,17,14,13,9,27,24,4,31,3,25,11,23,32,19,36,5,27,26,10,13,14,22,9,2,36,37,1,4,24,22,26,33,28,38,1,6,22,5,37,16,21,39,39,5,17,26,9,4,11,18,8,25,31,16,18,26,4,19,29,20,32,6,12,19,4,4,25,17,40,21,32,21,19,22,25,27,7,25,30,18,34,29,34,24,4,11,9,8,29,29,27,13,35,30,31,30,33,7,6,33,19,37,13,29,19,29,16,17,13,37,34,6,26,27,29,29,30,29,28,10,9,6,22,3,35,13,32,28,19,29,12,30,18,24,18,36,4,33,4,16,30,38,13,7,16,33,27,37,21,15,7,29,12,28,24,39,32,7,18,3,36,29,32,13,4,9,40,7,2,3
2,18,33,38,29,15,9,4,19,19,5,13,38,26,23,19,21,8,18,37,11,5,28,31,1,7,26,22,0,14,23,32,26,29,40,18,7,36,30,21,34,18,25,22,33,23,13,40,40,7,27,28,38,39,31,7,30,29,40,32,2,14,16,27,34,7,4,40,2,33,13,36,2,37,9,27,19,13,26,10,20,12,29,17,2,19,15,31,39,6,14,40,19,21,26,4,27,21,4,21,5,16,8,38,12,16,24,22,20,1,31,39,4,19,8,5,29,14,27,19,20,1,18,30,13,35,34,40,7,29,20,3,4,27,32,7,34,16,20,13,8,2,4,12,12,3,8,40,8,35,18,27,27,27,9,39,21,34,30,19,22,9,21,17,27,12,23,12,19,34,25,27,35,20,30,6,14,37,37,21,23,6,40,9,32,8,40,4,1,29,22,14,38,34,30,16,37,4,28,16
37,38,4,22,2,16,24,23,12,17,11,7,10,23,29,30,15,31,21,21,25,15,10,27,38,2,10,22,14,0,37,4,34,31,23,15,36,28,11,24,8,34,29,7,34,20,6,33,15,6,22,28,11,11,21,40,26,17,3,5,24,31,8,9,21,22,23,8,9,26,31,17,11,19,15,4,30,21,29,4,18,10,23,29,12,3,20,29,12,15,34,27,5,1,36,18,15,18,17,23,35,8,31,5,18,38,9,40,18,37,35,35,38,18,15,9,20,35,37,23,1,22,10,5,23,37,14,29,6,31,3,1,30,34,5,7,23,13,6,40,1,33,26,38,10,33,38,21,19,27,4,19,8,5,15,22,1,29,10,38,19,13,38,40,38,35,6,20,39,4,11,40,36,36,29,37,28,19,17,6,5,20,16,4,16,31,26,8,11,27,6,21,31,35,20,28,29,17,39,28
29,38,35,15,9,40,1,22,1,27,32,12,32,18,33,26,14,22,24,3,13,30,19,2,2,14,15,17,23,37,0,20,1,27,7,37,7,35,16,25,12,14,21,23,21,25,39,11,2,38,21,28,3,1,19,38,20,38,18,37,29,5,8,29,31,7,17,30,1,25,14,4,30,27,27,10,11,17,21,4,14,33,31,9,26,1,38,37,31,15,25,19,20,25,39,2,31,16,31,23,40,37,19,21,15,5,30,25,13,2,28,26,27,10,26,12,3,23,8,33,38,25,3,9,9,1,10,31,8,33,5,39,21,23,19,35,27,1,11,39,2,30,17,28,39,34,39,1,17,39,25,6,15,27,14,23,20,15,13,19,39,17,18,19,40,28,13,18,28,15,9,30,4,17,9,3,10,40,35,18,38,20,23,12,38,28,26,17,35,38,36,33,6,5,4,37,32,16,7,12
5,20,4,14,33,18,22,17,32,15,21,19,12,7,34,5,6,28,22,36,31,8,30,13,1,21,33,14,32,4,20,0,23,15,1,26,23,9,28,32,8,15,2,37,34,16,40,23,4,17,32,30,6,19,22,12,23,25,40,6,33,6,17,15,12,9,40,34,10,20,18,9,34,19,6,19,34,37,1,29,6,32,10,11,2,32,14,24,8,14,22,32,19,38,38,31,7,30,16,8,9,33,16,34,3,13,4,29,10,36,9,15,20,19,17,21,2,31,5,1,4,18,33,14,15,30,36,13,11,12,20,19,36,36,4,39,8,7,27,9,35,27,15,14,5,32,34,6,14,30,39,17,7,31,30,22,12,26,26,23,29,38,33,24,25,29,14,24,27,32,25,21,19,39,34,15,22,20,13,35,9,11,3,16,1,25,29,4,2,6,18,30,3,3,5,19,31,11,3,17
11,23,11,16,22,18,26,14,35,26,38,3,31,26,17,28,15,33,12,10,12,11,32,16,31,39,2,13,26,34,1,23,0,2,27,30,12,17,15,27,39,34,39,25,3,9,28,10,1,12,38,36,5,35,14,34,38,16,30,16,38,40,10,6,34,36,35,5,13,10,31,11,3,21,27,37,21,6,6,13,9,35,9,13,30,14,6,27,21,28,34,18,27,4,23,20,39,18,25,3,19,7,5,21,20,32,18,40,37,15,5,6,10,13,18,39,18,16,17,38,3,10,7,21,5,29,1,36,38,17,38,16,15,3,29,34,26,38,26,14,12,30,19,21,34,29,19,3,36,35,40,30,37,6,10,1,26,2,28,16,10,18,31,25,12,11,10,37,8,35,10,20,16,21,32,1,1,11,3,28,37,34,17,33,31,18,26,17,12,5,32,21,22,14,5,33,17,15,29,24
32,9,13,19,40,37,25,10,19,40,37,18,9,26,30,8,33,40,1,21,22,3,32,8,30,39,27,9,29,31,27,15,2,0,1,31,35,17,3,27,9,3,29,4,22,25,37,30,10,20,7,35,28,18,39,11,39,21,24,35,5,32,9,26,16,2,16,2,10,10,28,18,4,8,21,25,33,10,14,2,29,12,28,16,30,26,26,20,38,1,6,3,25,7,20,40,8,35,1,17,4,21,34,7,28,7,23,12,8,36,13,36,7,32,3,28,10,20,39,7,12,5,1,36,3,20,27,10,6,20,18,1,40,11,39,19,9,21,31,16,16,35,3,15,27,5,2,36,16,33,34,20,29,27,15,31,38,2,40,4,21,9,36,12,11,35,22,20,15,4,27,23,31,30,37,9,26,30,4,34,22,29,13,2,7,27,32,5,20,23,40,32,31,35,35,2,21,17,13,36
8,7,14,33,2,22,22,23,33,13,1,36,31,16,16,25,10,7,1,30,38,5,28,13,10,15,18,27,40,23,7,1,27,1,0,12,39,18,2,28,6,10,6,35,5,39,9,34,11,10,40,29,2,36,9,16,35,40,7,22,27,40,2,3,12,37,14,10,6,8,30,11,17,27,38,22,25,6,7,27,7,38,15,40,34,15,16,28,7,14,9,33,13,3,27,16,31,32,17,37,39,6,39,8,32,28,29,8,25,35,26,32,24,1,23,17,7,38,5,13,3,5,37,7,39,23,22,30,7,39,26,5,36,16,12,20,4,32,19,20,18,5,11,2,37,34,18,3,23,14,8,18,11,4,24,9,19,6,38,25,36,15,21,23,23,25,2,18,16,21,37,26,25,40,27,21,25,36,23,7,10,22,24,12,26,40,12,36,37,10,20,32,16,40,14,30,24,8,7,32
